2021-03-23,13227.70 ,13381.43 ,13405.15 ,13202.43 ,1190000000
2021-03-24,12961.89 ,13289.24 ,13292.92 ,12961.35 ,1190000000
2021-03-25,12977.68 ,12844.58 ,13021.86 ,12786.81 ,1170000000
2021-03-26,13138.72 ,12996.03 ,13149.55 ,12878.72 ,1140000000
2021-03-29,13059.65 ,13103.97 ,13143.41 ,12968.16 ,1060000000
2021-03-30,13045.39 ,13008.80 ,13075.75 ,12922.57 ,983510000
2021-03-31,13246.87 ,13122.57 ,13325.54 ,13118.38 ,1210000000
2021-04-01,13480.11 ,13414.33 ,13487.08 ,13404.18 ,939160000
2021-04-05,13705.59 ,13594.90 ,13720.58 ,13582.75 ,916610000
2021-04-06,13698.38 ,13681.67 ,13776.71 ,13674.28 ,870630000
2021-04-07,13688.84 ,13675.30 ,13733.03 ,13653.58 ,819480000
2021-04-08,13829.31 ,13796.89 ,13830.14 ,13758.71 ,870910000
2021-04-09,13900.19 ,13787.01 ,13905.41 ,13748.35 ,785760000
2021-04-12,13850.00 ,13854.44 ,13877.00 ,13783.95 ,894010000
2021-04-13,13996.10 ,13902.45 ,14011.51 ,13902.45 ,839450000
2021-04-14,13857.84 ,14004.08 ,14033.63 ,13839.04 ,812850000
2021-04-15,14038.76 ,13983.23 ,14049.13 ,13970.42 ,867560000
2021-04-16,14052.34 ,14059.11 ,14062.50 ,13977.05 ,962780000
2021-04-19,13914.77 ,13984.58 ,14041.79 ,13842.57 ,907060000
2021-04-20,13786.27 ,13894.46 ,13927.67 ,13698.67 ,875270000
2021-04-21,13950.22 ,13745.77 ,13951.35 ,13706.86 ,819760000
2021-04-22,13818.41 ,13952.57 ,14015.87 ,13771.04 ,871280000
2021-04-23,14016.81 ,13861.37 ,14062.74 ,13856.83 ,843300000
2021-04-26,14138.78 ,14052.38 ,14154.03 ,14019.50 ,867750000
2021-04-27,14090.22 ,14170.91 ,14171.24 ,14064.28 ,871200000
2021-04-28,14051.03 ,14082.78 ,14133.65 ,14034.70 ,861230000
2021-04-29,14082.55 ,14204.51 ,14211.57 ,13952.80 ,994150000
2021-04-30,13962.68 ,13970.73 ,14084.76 ,13941.63 ,1020000000
2021-05-03,13895.12 ,14031.77 ,14042.12 ,13881.51 ,919690000
2021-05-04,13633.50 ,13774.51 ,13795.57 ,13485.59 ,1090000000
2021-05-05,13582.42 ,13731.13 ,13753.05 ,13553.93 ,909080000
2021-05-06,13632.84 ,13557.83 ,13635.74 ,13439.39 ,1040000000
2021-05-07,13752.24 ,13723.09 ,13828.62 ,13690.75 ,873190000
2021-05-10,13401.86 ,13687.59 ,13687.93 ,13401.75 ,1020000000
2021-05-11,13389.43 ,13115.85 ,13423.31 ,13107.67 ,983050000
2021-05-12,13031.68 ,13215.49 ,13288.61 ,13002.53 ,985260000
2021-05-13,13124.99 ,13150.94 ,13247.87 ,13007.24 ,986830000
2021-05-14,13429.98 ,13255.65 ,13460.88 ,13242.97 ,854900000
2021-05-17,13379.05 ,13368.80 ,13399.17 ,13265.40 ,799860000
2021-05-18,13303.64 ,13416.90 ,13485.34 ,13299.92 ,852730000
2021-05-19,13299.74 ,13078.19 ,13304.61 ,13072.23 ,879290000
2021-05-20,13535.74 ,13356.63 ,13563.52 ,13355.71 ,810410000
2021-05-21,13470.99 ,13616.19 ,13616.58 ,13463.26 ,786550000
2021-05-24,13661.17 ,13557.21 ,13708.85 ,13551.01 ,730820000
2021-05-25,13657.17 ,13721.54 ,13751.14 ,13631.80 ,823660000
2021-05-26,13738.00 ,13693.94 ,13750.16 ,13679.59 ,819710000
2021-05-27,13736.28 ,13742.58 ,13776.52 ,13701.62 ,1410000000
2021-05-28,13748.74 ,13792.05 ,13820.87 ,13747.61 ,911240000
2021-06-01,13736.48 ,13829.06 ,13836.17 ,13678.76 ,884820000
2021-06-02,13756.33 ,13743.24 ,13775.89 ,13689.74 ,996750000
2021-06-03,13614.51 ,13655.75 ,13684.13 ,13548.93 ,1020000000
2021-06-04,13814.49 ,13697.25 ,13826.82 ,13692.01 ,806240000
2021-06-07,13881.72 ,13802.82 ,13889.11 ,13784.89 ,916970000
2021-06-08,13924.91 ,13946.32 ,13981.72 ,13831.98 ,1170000000
2021-06-09,13911.75 ,13980.23 ,14003.50 ,13906.45 ,1090000000
2021-06-10,14020.33 ,13933.88 ,14031.19 ,13904.40 ,929350000
2021-06-11,14069.42 ,14030.85 ,14069.42 ,14006.59 ,824120000
2021-06-14,14174.14 ,14083.47 ,14175.45 ,14056.67 ,895430000
2021-06-15,14072.86 ,14166.64 ,14171.02 ,14052.16 ,880030000
2021-06-16,14039.68 ,14085.55 ,14129.69 ,13903.73 ,981270000
2021-06-17,14161.35 ,13999.13 ,14196.21 ,13998.93 ,990640000
2021-06-18,14030.38 ,14096.93 ,14129.22 ,14009.03 ,2140000000
2021-06-21,14141.48 ,14047.42 ,14150.78 ,13960.04 ,969700000
2021-06-22,14253.27 ,14138.29 ,14269.77 ,14121.00 ,891230000
2021-06-23,14271.73 ,14263.38 ,14317.66 ,14246.30 ,852780000
2021-06-24,14369.71 ,14357.26 ,14414.46 ,14333.70 ,807040000
2021-06-25,14360.39 ,14400.81 ,14409.08 ,14337.65 ,3120000000
2021-06-28,14500.51 ,14417.81 ,14505.19 ,14417.20 ,898050000
2021-06-29,14528.33 ,14509.19 ,14535.97 ,14471.38 ,908400000
2021-06-30,14503.95 ,14509.85 ,14526.81 ,14478.06 ,1080000000
2021-07-01,14522.38 ,14493.69 ,14533.55 ,14439.40 ,843430000
2021-07-02,14639.33 ,14582.98 ,14649.11 ,14555.33 ,724360000
2021-07-06,14663.64 ,14661.55 ,14687.00 ,14529.80 ,909250000
2021-07-07,14665.06 ,14753.42 ,14755.33 ,14580.79 ,889860000
2021-07-08,14559.78 ,14409.20 ,14610.06 ,14371.59 ,920120000
2021-07-09,14701.92 ,14578.43 ,14710.20 ,14552.26 ,756930000
2021-07-12,14733.24 ,14743.86 ,14761.08 ,14672.63 ,753860000
2021-07-13,14677.65 ,14715.13 ,14803.68 ,14660.19 ,805390000
2021-07-14,14644.95 ,14780.90 ,14790.55 ,14632.95 ,862700000
2021-07-15,14543.13 ,14635.78 ,14650.38 ,14451.80 ,832920000
2021-07-16,14427.24 ,14597.51 ,14623.02 ,14413.32 ,811420000
2021-07-19,14274.98 ,14235.98 ,14313.60 ,14178.66 ,916440000
2021-07-20,14498.88 ,14330.46 ,14555.75 ,14271.23 ,1030000000
2021-07-21,14631.95 ,14508.75 ,14633.15 ,14498.65 ,801830000
2021-07-22,14684.60 ,14652.72 ,14694.19 ,14617.87 ,712060000
2021-07-23,14836.99 ,14753.06 ,14846.06 ,14698.77 ,758410000
2021-07-26,14840.71 ,14821.03 ,14863.65 ,14790.49 ,850810000
2021-07-27,14660.58 ,14807.95 ,14811.08 ,14503.76 ,885240000
2021-07-28,14762.58 ,14715.66 ,14798.88 ,14645.63 ,839140000
2021-07-29,14778.26 ,14771.17 ,14833.74 ,14761.38 ,760010000
2021-07-30,14672.68 ,14615.85 ,14728.78 ,14615.85 ,788210000
2021-08-02,14681.07 ,14758.60 ,14770.41 ,14665.67 ,752760000
2021-08-03,14761.30 ,14714.00 ,14762.60 ,14584.09 ,831950000
2021-08-04,14780.53 ,14747.21 ,14812.37 ,14734.12 ,875560000
2021-08-05,14895.12 ,14794.08 ,14896.48 ,14776.03 ,842720000
2021-08-06,14835.76 ,14864.22 ,14890.18 ,14788.59 ,817600000
2021-08-09,14860.18 ,14855.75 ,14883.81 ,14802.69 ,801120000
2021-08-10,14788.09 ,14887.75 ,14894.61 ,14754.48 ,781070000
2021-08-11,14765.14 ,14834.38 ,14842.50 ,14692.41 ,787410000
2021-08-12,14816.26 ,14751.36 ,14824.31 ,14698.94 ,783880000
2021-08-13,14822.90 ,14825.07 ,14850.61 ,14797.22 ,774680000
2021-08-16,14793.76 ,14771.53 ,14794.68 ,14610.02 ,774040000
2021-08-17,14656.18 ,14670.56 ,14716.95 ,14550.88 ,797610000
2021-08-18,14525.91 ,14636.24 ,14697.25 ,14516.30 ,764920000
2021-08-19,14541.79 ,14423.16 ,14610.76 ,14423.16 ,841840000
2021-08-20,14714.66 ,14571.53 ,14722.16 ,14571.53 ,828730000
2021-08-23,14942.65 ,14776.98 ,14963.47 ,14776.98 ,782670000
2021-08-24,15019.80 ,14978.14 ,15034.89 ,14965.54 ,737230000
2021-08-25,15041.86 ,15039.03 ,15059.43 ,15011.58 ,760110000
2021-08-26,14945.81 ,15025.17 ,15059.63 ,14939.56 ,698670000
2021-08-27,15129.50 ,14969.76 ,15144.48 ,14966.52 ,857200000
2021-08-30,15265.89 ,15165.94 ,15288.08 ,15165.12 ,807580000
2021-08-31,15259.24 ,15262.88 ,15278.96 ,15202.67 ,981940000
2021-09-01,15309.38 ,15308.98 ,15379.50 ,15302.11 ,836300000
2021-09-02,15331.18 ,15358.47 ,15380.07 ,15285.35 ,771820000
2021-09-03,15363.52 ,15313.42 ,15375.56 ,15283.67 ,713300000
2021-09-07,15374.33 ,15375.98 ,15403.44 ,15343.28 ,813760000
2021-09-08,15286.64 ,15360.35 ,15360.35 ,15206.61 ,799130000
2021-09-09,15248.25 ,15296.06 ,15352.38 ,15245.17 ,793920000
2021-09-10,15115.49 ,15332.92 ,15349.47 ,15111.31 ,889080000
2021-09-13,15105.58 ,15211.43 ,15215.44 ,15030.85 ,943770000
2021-09-14,15037.76 ,15168.45 ,15181.19 ,15008.30 ,884510000
2021-09-15,15161.53 ,15071.34 ,15174.38 ,14984.68 ,987750000
2021-09-16,15181.92 ,15120.09 ,15205.50 ,15047.14 ,833070000
2021-09-17,15043.97 ,15163.35 ,15166.56 ,14998.73 ,2750000000
2021-09-20,14713.90 ,14758.14 ,14841.82 ,14530.07 ,1100000000
2021-09-21,14746.40 ,14803.36 ,14847.03 ,14696.47 ,873640000
2021-09-22,14896.85 ,14800.59 ,14950.12 ,14767.01 ,831120000
2021-09-23,15052.24 ,14960.00 ,15085.44 ,14932.51 ,788230000
2021-09-24,15047.70 ,14961.61 ,15067.56 ,14946.57 ,773440000
2021-09-27,14969.97 ,14954.17 ,15003.16 ,14864.96 ,894610000
2021-09-28,14546.68 ,14787.21 ,14817.74 ,14539.88 ,996260000
2021-09-29,14512.44 ,14614.88 ,14676.62 ,14493.67 ,980970000
2021-09-30,14448.58 ,14582.60 ,14632.36 ,14444.30 ,1140000000
2021-10-01,14566.70 ,14494.93 ,14606.82 ,14324.01 ,913080000
2021-10-04,14255.49 ,14493.12 ,14499.74 ,14181.69 ,920430000
2021-10-05,14433.83 ,14312.86 ,14508.65 ,14299.78 ,805230000
2021-10-06,14501.91 ,14289.45 ,14509.55 ,14259.07 ,817530000
2021-10-07,14654.02 ,14631.80 ,14755.72 ,14615.14 ,798160000
2021-10-08,14579.54 ,14694.72 ,14699.91 ,14569.68 ,670940000
2021-10-11,14486.20 ,14540.08 ,14665.99 ,14482.61 ,664490000
2021-10-12,14465.92 ,14539.09 ,14552.71 ,14441.60 ,768400000
2021-10-13,14571.64 ,14537.17 ,14589.28 ,14471.88 ,760210000
2021-10-14,14823.43 ,14717.50 ,14827.56 ,14699.52 ,815460000
2021-10-15,14897.34 ,14891.24 ,14904.98 ,14847.97 ,924170000
2021-10-18,15021.81 ,14839.74 ,15026.68 ,14833.28 ,798360000
2021-10-19,15129.09 ,15073.13 ,15137.85 ,15049.73 ,788580000
2021-10-20,15121.68 ,15160.00 ,15178.39 ,15071.15 ,743430000
2021-10-21,15215.70 ,15104.80 ,15222.25 ,15094.14 ,891240000
2021-10-22,15090.20 ,15158.07 ,15193.01 ,15021.02 ,1100000000
2021-10-25,15226.71 ,15142.92 ,15259.63 ,15070.75 ,1090000000
2021-10-26,15235.72 ,15317.50 ,15384.00 ,15198.23 ,1220000000
2021-10-27,15235.84 ,15276.00 ,15364.54 ,15235.84 ,1090000000
2021-10-28,15448.12 ,15304.74 ,15452.30 ,15290.31 ,1060000000
2021-10-29,15498.39 ,15323.29 ,15504.12 ,15323.29 ,1060000000
2021-11-01,15595.92 ,15541.26 ,15598.95 ,15470.82 ,1000000000
2021-11-02,15649.60 ,15583.99 ,15656.60 ,15569.27 ,997880000
2021-11-03,15811.58 ,15658.52 ,15821.58 ,15616.44 ,1000000000
2021-11-04,15940.31 ,15849.74 ,15966.09 ,15827.66 ,1020000000
2021-11-05,15971.59 ,16003.56 ,16053.39 ,15900.78 ,1060000000
2021-11-08,15982.36 ,15995.72 ,16038.23 ,15961.81 ,1060000000
2021-11-09,15886.54 ,16024.13 ,16035.21 ,15836.68 ,1030000000
2021-11-10,15622.70 ,15753.84 ,15867.24 ,15543.68 ,989630000
2021-11-11,15704.28 ,15752.08 ,15768.03 ,15695.77 ,867110000
2021-11-12,15860.96 ,15752.62 ,15874.58 ,15705.38 ,988930000
2021-11-15,15853.85 ,15894.82 ,15918.45 ,15778.31 ,952140000
2021-11-16,15973.85 ,15840.32 ,15989.61 ,15825.00 ,1010000000
2021-11-17,15921.57 ,15973.61 ,15998.57 ,15909.39 ,966810000
2021-11-18,15993.71 ,15973.40 ,16010.88 ,15848.83 ,1080000000
2021-11-19,16057.44 ,16042.16 ,16121.12 ,16017.23 ,1020000000
2021-11-22,15854.76 ,16120.92 ,16212.23 ,15851.04 ,1130000000
2021-11-23,15775.14 ,15809.50 ,15895.86 ,15601.46 ,1070000000
2021-11-24,15845.23 ,15677.88 ,15848.56 ,15591.36 ,842330000
2021-11-26,15491.66 ,15664.38 ,15731.54 ,15456.09 ,781490000
2021-11-29,15782.83 ,15719.42 ,15833.11 ,15644.61 ,1010000000
2021-11-30,15537.69 ,15716.50 ,15828.20 ,15451.39 ,1780000000
2021-12-01,15254.05 ,15752.27 ,15816.82 ,15243.93 ,1220000000
2021-12-02,15381.32 ,15181.82 ,15444.54 ,15150.12 ,1100000000
2021-12-03,15085.47 ,15428.71 ,15470.36 ,14931.06 ,1200000000
2021-12-06,15225.15 ,15117.63 ,15281.99 ,14931.61 ,1070000000
2021-12-07,15686.92 ,15510.91 ,15720.09 ,15507.66 ,1060000000
2021-12-08,15786.99 ,15690.65 ,15792.64 ,15618.88 ,921930000
2021-12-09,15517.37 ,15720.54 ,15796.05 ,15511.12 ,869500000
2021-12-10,15630.60 ,15629.59 ,15677.60 ,15477.85 ,875080000
2021-12-13,15413.28 ,15621.27 ,15637.06 ,15408.25 ,996250000
2021-12-14,15237.64 ,15215.96 ,15317.55 ,15097.35 ,1030000000
2021-12-15,15565.58 ,15230.71 ,15575.76 ,15055.23 ,1170000000
2021-12-16,15180.43 ,15629.08 ,15633.19 ,15119.49 ,1100000000
2021-12-17,15169.68 ,15036.77 ,15288.78 ,14960.37 ,3010000000
2021-12-20,14980.94 ,14933.00 ,15007.30 ,14860.04 ,1020000000
2021-12-21,15341.09 ,15140.43 ,15349.06 ,15015.02 ,976830000
2021-12-22,15521.89 ,15319.16 ,15525.97 ,15303.06 ,783470000
2021-12-23,15653.37 ,15544.79 ,15697.98 ,15528.91 ,746130000
2021-12-27,15871.26 ,15696.83 ,15871.40 ,15696.83 ,741100000
2021-12-28,15781.72 ,15895.20 ,15901.47 ,15757.07 ,691470000
2021-12-29,15766.22 ,15794.92 ,15821.81 ,15679.85 ,699590000
2021-12-30,15741.56 ,15758.98 ,15868.09 ,15729.16 ,768180000
2021-12-31,15644.97 ,15722.91 ,15777.43 ,15643.93 ,729410000
2022-01-03,15832.80 ,15732.50 ,15832.80 ,15644.09 ,871650000
2022-01-04,15622.72 ,15852.14 ,15852.14 ,15512.41 ,970700000
2022-01-05,15100.17 ,15547.16 ,15586.30 ,15095.18 ,1010000000
2022-01-06,15080.86 ,15024.15 ,15198.45 ,14914.87 ,951120000
2022-01-07,14935.90 ,15095.72 ,15171.02 ,14877.63 ,852530000
2022-01-10,14942.83 ,14751.78 ,14953.85 ,14530.23 ,1090000000
2022-01-11,15153.45 ,14919.26 ,15158.71 ,14837.64 ,863020000
2022-01-12,15188.39 ,15263.10 ,15319.03 ,15117.29 ,840020000
2022-01-13,14806.81 ,15245.04 ,15259.71 ,14782.24 ,852150000
2022-01-14,14893.75 ,14708.02 ,14897.67 ,14689.43 ,872560000
2022-01-18,14506.90 ,14681.83 ,14740.54 ,14482.94 ,1060000000
2022-01-19,14340.25 ,14582.22 ,14658.89 ,14331.65 ,935060000
2022-01-20,14154.02 ,14462.85 ,14642.03 ,14140.78 ,1020000000
2022-01-21,13768.92 ,14046.22 ,14171.72 ,13764.24 ,1320000000
2022-01-24,13855.13 ,13481.50 ,13876.61 ,13094.65 ,1550000000
2022-01-25,13539.30 ,13610.87 ,13781.62 ,13414.14 ,1040000000
2022-01-26,13542.12 ,13871.77 ,14002.65 ,13392.19 ,1180000000
2022-01-27,13352.78 ,13710.99 ,13765.91 ,13322.66 ,1070000000
2022-01-28,13770.57 ,13436.71 ,13771.91 ,13236.56 ,1060000000
2022-01-31,14239.88 ,13812.19 ,14242.90 ,13767.71 ,1240000000
2022-02-01,14346.00 ,14277.43 ,14358.69 ,14070.77 ,962000000
2022-02-02,14417.55 ,14494.47 ,14504.82 ,14264.65 ,1000000000
2022-02-03,13878.82 ,14045.83 ,14207.89 ,13851.75 ,945510000
2022-02-04,14098.01 ,13958.48 ,14222.76 ,13850.39 ,862970000
2022-02-07,14015.67 ,14118.79 ,14236.31 ,13974.10 ,858020000
2022-02-08,14194.45 ,13984.43 ,14226.48 ,13934.78 ,865500000
2022-02-09,14490.37 ,14368.16 ,14490.72 ,14330.87 ,935010000
2022-02-10,14185.64 ,14228.68 ,14509.56 ,14118.20 ,1060000000
2022-02-11,13791.15 ,14213.62 ,14246.70 ,13733.16 ,1080000000
2022-02-14,13790.92 ,13768.97 ,13921.71 ,13664.76 ,936800000
2022-02-15,14139.76 ,13997.18 ,14142.49 ,13976.29 ,903090000
2022-02-16,14124.09 ,14038.92 ,14163.73 ,13931.99 ,838990000
2022-02-17,13716.72 ,14004.19 ,14020.82 ,13704.70 ,922820000
2022-02-18,13548.07 ,13735.40 ,13762.40 ,13465.56 ,1020000000
2022-02-22,13381.52 ,13424.36 ,13618.72 ,13249.65 ,1020000000
2022-02-23,13037.49 ,13511.75 ,13533.78 ,13032.17 ,944400000
2022-02-24,13473.58 ,12587.88 ,13486.11 ,12587.88 ,1380000000
2022-02-25,13694.62 ,13485.26 ,13696.86 ,13358.29 ,978450000
2022-02-28,13751.40 ,13570.83 ,13810.64 ,13549.90 ,1390000000
2022-03-01,13532.46 ,13716.70 ,13777.04 ,13441.32 ,1240000000
2022-03-02,13752.02 ,13597.53 ,13796.55 ,13493.91 ,1030000000
2022-03-03,13537.94 ,13837.59 ,13837.59 ,13472.64 ,1030000000
2022-03-04,13313.44 ,13455.23 ,13486.71 ,13224.98 ,1040000000
2022-03-07,12830.96 ,13328.36 ,13353.28 ,12828.02 ,1290000000
2022-03-08,12795.55 ,12800.04 ,13159.44 ,12670.08 ,1340000000
2022-03-09,13255.55 ,13113.70 ,13301.16 ,13039.79 ,1120000000
2022-03-10,13129.96 ,13098.35 ,13163.50 ,12946.28 ,961590000
2022-03-11,12843.81 ,13229.77 ,13239.35 ,12830.37 ,1020000000
2022-03-14,12581.22 ,12795.12 ,12918.01 ,12555.35 ,1210000000
2022-03-15,12948.62 ,12685.23 ,12973.88 ,12616.59 ,1130000000
2022-03-16,13436.55 ,13119.36 ,13440.12 ,12992.20 ,1410000000
2022-03-17,13614.78 ,13360.72 ,13620.80 ,13317.14 ,1140000000
2022-03-18,13893.84 ,13564.63 ,13899.28 ,13528.06 ,2850000000
2022-03-21,13838.46 ,13860.39 ,13945.81 ,13682.55 ,1140000000
2022-03-22,14108.82 ,13866.43 ,14141.07 ,13857.29 ,1100000000
2022-03-23,13922.60 ,13990.35 ,14152.14 ,13921.65 ,961730000
2022-03-24,14191.84 ,14001.32 ,14193.55 ,13897.20 ,916740000
2022-03-25,14169.30 ,14194.72 ,14218.76 ,14010.79 ,941780000
2022-03-28,14354.90 ,14177.21 ,14356.00 ,14101.34 ,892940000
2022-03-29,14619.64 ,14500.39 ,14646.90 ,14419.40 ,1090000000
2022-03-30,14442.27 ,14558.59 ,14609.25 ,14383.45 ,1010000000
2022-03-31,14220.52 ,14444.78 ,14456.74 ,14217.73 ,1100000000
2022-04-01,14261.50 ,14269.53 ,14306.94 ,14131.81 ,1020000000
2022-04-04,14532.55 ,14304.35 ,14534.38 ,14286.45 ,915410000
2022-04-05,14204.17 ,14490.26 ,14500.29 ,14169.12 ,930400000
2022-04-06,13888.82 ,14002.58 ,14032.84 ,13788.90 ,1090000000
2022-04-07,13897.30 ,13861.49 ,13978.25 ,13689.23 ,931350000
2022-04-08,13711.00 ,13830.47 ,13866.06 ,13693.69 ,858450000
2022-04-11,13411.96 ,13547.29 ,13585.08 ,13401.39 ,991300000
2022-04-12,13371.57 ,13584.69 ,13685.95 ,13317.74 ,902420000
2022-04-13,13643.59 ,13373.12 ,13679.43 ,13353.66 ,910790000
2022-04-14,13351.08 ,13647.42 ,13662.93 ,13345.22 ,927380000
2022-04-18,13332.36 ,13319.39 ,13414.27 ,13222.03 ,832410000
2022-04-19,13619.66 ,13312.44 ,13643.97 ,13281.22 ,855290000
2022-04-20,13453.07 ,13665.38 ,13678.55 ,13426.12 ,871260000
2022-04-21,13174.65 ,13623.70 ,13710.69 ,13140.83 ,993830000
2022-04-22,12839.29 ,13168.80 ,13212.60 ,12828.02 ,950700000
2022-04-25,13004.85 ,12749.17 ,13011.45 ,12722.59 ,988040000
2022-04-26,12490.74 ,12918.04 ,12918.04 ,12490.74 ,1020000000
2022-04-27,12488.93 ,12500.88 ,12703.79 ,12430.90 ,942840000
2022-04-28,12871.53 ,12712.86 ,12948.52 ,12487.86 ,1010000000
2022-04-29,12334.64 ,12710.42 ,12861.83 ,12315.74 ,1090000000
2022-05-02,12536.02 ,12331.69 ,12542.54 ,12202.41 ,1040000000
2022-05-03,12563.76 ,12511.46 ,12645.83 ,12460.99 ,897830000
2022-05-04,12964.86 ,12574.73 ,12985.01 ,12367.02 ,1110000000
2022-05-05,12317.69 ,12787.52 ,12787.52 ,12183.56 ,1100000000
2022-05-06,12144.66 ,12246.83 ,12358.42 ,11990.15 ,1090000000
2022-05-09,11623.25 ,11923.03 ,11990.61 ,11574.94 ,1240000000
2022-05-10,11737.67 ,11900.34 ,11944.94 ,11566.28 ,1280000000
2022-05-11,11364.24 ,11645.57 ,11844.50 ,11339.18 ,1270000000
2022-05-12,11370.96 ,11199.25 ,11547.33 ,11108.76 ,1400000000
2022-05-13,11805.00 ,11555.98 ,11856.71 ,11510.25 ,1230000000
2022-05-16,11662.79 ,11727.14 ,11804.59 ,11627.53 ,978060000
2022-05-17,11984.52 ,11905.57 ,11988.43 ,11754.28 ,1020000000
2022-05-18,11418.15 ,11790.68 ,11826.22 ,11381.69 ,1030000000
2022-05-19,11388.50 ,11364.40 ,11562.82 ,11313.31 ,1050000000
2022-05-20,11354.62 ,11542.67 ,11552.21 ,11035.69 ,1200000000
2022-05-23,11535.27 ,11396.28 ,11552.07 ,11304.56 ,889210000
2022-05-24,11264.45 ,11326.44 ,11351.61 ,11092.48 ,924230000
2022-05-25,11434.74 ,11225.03 ,11511.90 ,11211.85 ,907180000
2022-05-26,11740.65 ,11409.84 ,11796.97 ,11406.16 ,930420000
2022-05-27,12131.13 ,11869.69 ,12131.66 ,11856.82 ,942220000
2022-05-31,12081.39 ,12137.54 ,12190.08 ,11942.50 ,1770000000
2022-06-01,11994.46 ,12176.89 ,12237.93 ,11901.43 ,940600000
2022-06-02,12316.90 ,11945.57 ,12320.12 ,11901.45 ,916660000
2022-06-03,12012.73 ,12097.12 ,12167.44 ,11966.62 ,837590000
2022-06-06,12061.37 ,12200.33 ,12245.40 ,12004.20 ,911010000
2022-06-07,12175.23 ,11925.81 ,12194.86 ,11888.61 ,900550000
2022-06-08,12086.27 ,12147.28 ,12235.78 ,12052.70 ,911770000
2022-06-09,11754.23 ,12016.47 ,12115.07 ,11751.98 ,998870000
2022-06-10,11340.02 ,11543.88 ,11569.15 ,11328.27 ,1060000000
2022-06-13,10809.23 ,10986.84 ,11071.48 ,10775.14 ,1210000000
2022-06-14,10828.34 ,10897.43 ,10926.81 ,10733.04 ,953680000
2022-06-15,11099.16 ,10968.40 ,11244.26 ,10866.39 ,1220000000
2022-06-16,10646.10 ,10806.02 ,10831.07 ,10565.14 ,1250000000
2022-06-17,10798.35 ,10697.55 ,10884.71 ,10638.72 ,2800000000
2022-06-21,11069.30 ,10974.05 ,11164.99 ,10974.05 ,1190000000
2022-06-22,11053.08 ,10941.95 ,11216.77 ,10938.06 ,1110000000
2022-06-23,11232.19 ,11137.68 ,11260.27 ,11046.28 ,1030000000
2022-06-24,11607.62 ,11351.31 ,11613.23 ,11337.78 ,4310000000
2022-06-27,11524.55 ,11661.02 ,11677.49 ,11487.07 ,991610000
2022-06-28,11181.54 ,11542.24 ,11635.85 ,11177.68 ,1020000000
2022-06-29,11177.89 ,11160.22 ,11226.33 ,11072.19 ,1020000000
2022-06-30,11028.74 ,11048.25 ,11160.92 ,10850.01 ,1160000000
2022-07-01,11127.84 ,11006.83 ,11132.55 ,10922.71 ,930710000
2022-07-05,11322.24 ,10964.18 ,11323.90 ,10911.45 ,1070000000
2022-07-06,11361.85 ,11337.90 ,11443.15 ,11250.32 ,933390000
2022-07-07,11621.35 ,11422.60 ,11644.47 ,11412.88 ,916260000
2022-07-08,11635.31 ,11503.61 ,11689.70 ,11479.77 ,820690000
2022-07-11,11372.60 ,11524.49 ,11541.10 ,11348.06 ,844130000
2022-07-12,11264.73 ,11420.89 ,11483.17 ,11207.08 ,836730000
2022-07-13,11247.58 ,11056.55 ,11325.67 ,11031.27 ,812600000
2022-07-14,11251.18 ,11151.21 ,11279.97 ,11005.93 ,817490000
2022-07-15,11452.42 ,11379.36 ,11454.69 ,11295.33 ,947430000
2022-07-18,11360.05 ,11561.64 ,11629.03 ,11322.84 ,922800000
2022-07-19,11713.15 ,11515.00 ,11721.22 ,11448.97 ,974150000
2022-07-20,11897.65 ,11726.09 ,11939.96 ,11703.36 ,1010000000
2022-07-21,12059.61 ,11914.15 ,12060.59 ,11812.72 ,840810000
2022-07-22,11834.11 ,12025.37 ,12093.02 ,11767.19 ,884720000
2022-07-25,11782.67 ,11837.96 ,11855.11 ,11707.53 ,783120000
2022-07-26,11562.58 ,11701.53 ,11711.31 ,11533.37 ,834490000
2022-07-27,12032.42 ,11756.19 ,12081.73 ,11718.38 ,939310000
2022-07-28,12162.59 ,12036.48 ,12179.09 ,11886.67 ,958800000
2022-07-29,12390.69 ,12239.69 ,12426.26 ,12181.13 ,1100000000
2022-08-01,12368.98 ,12317.96 ,12499.72 ,12271.98 ,891530000
2022-08-02,12348.76 ,12287.67 ,12503.34 ,12260.48 ,902820000
2022-08-03,12668.16 ,12433.87 ,12699.64 ,12425.21 ,1100000000
2022-08-04,12720.58 ,12675.04 ,12736.19 ,12600.78 ,1050000000
2022-08-05,12657.55 ,12538.80 ,12720.44 ,12525.77 ,991770000
2022-08-08,12644.46 ,12703.72 ,12855.16 ,12597.75 ,1000000000
2022-08-09,12493.93 ,12557.49 ,12582.91 ,12438.86 ,1020000000
2022-08-10,12854.80 ,12793.44 ,12861.44 ,12698.61 ,1050000000
2022-08-11,12779.91 ,12944.82 ,13026.24 ,12760.09 ,1080000000
2022-08-12,13047.19 ,12866.31 ,13047.19 ,12821.22 ,936390000
2022-08-15,13128.05 ,12996.63 ,13146.06 ,12993.78 ,862200000
2022-08-16,13102.55 ,13082.64 ,13181.09 ,12979.24 ,952790000
2022-08-17,12938.12 ,12968.63 ,13053.51 ,12863.01 ,977810000
